customer_id,customer_type,primary_sales_channel,first_order_day_fk
K1066812468,B2C,Online,20170110
K1066995384,B2C,Online,20170212
K1067357529,B2C,Online,20170104
K1067434231,B2C,Online,20170115
K1068086817,B2C,Online,20160510
K1068139814,B2C,Online,20170508
K1068172942,B2C,Online,20170625
K1068480765,B2C,Online,20170104
K1068805459,B2C,Online,20170511
K1069149339,B2C,Online,20160918
K1069455547,B2C,Online,20160609
K1069585586,B2C,Online,20170510
K1069785174,B2C,Online,20170504
K1070507161,B2C,Online,20170112
K107062364,B2C,Online,20170403
K1071234067,B2C,Online,20170118
K1071292731,B2C,Online,20160811
K1071330468,B2C,Online,20170105
K1072209393,B2C,Online,20170112
K1072268514,B2C,Online,20170412
K1072633625,B2C,Online,20170102
K1072673635,B2C,Online,20160417
K1072853471,B2C,Online,20170613
K1073445369,B2C,Online,20160930
K107349456,B2C,Online,20170208
K107385893,B2C,Online,20170113
K107455505,B2C,Online,20170104
K1074717628,B2C,Online,20151217
K1074916858,B2C,Online,20170108
K1075060190,B2C,Online,20160624
K1075256482,B2C,Online,20170108
K1075354341,B2C,Online,20160821
K1075715206,B2C,Online,20170121
K1075898778,B2C,Online,20160824
K1075945029,B2C,Online,20160922
K1076539351,B2C,Online,20170307
K1077325691,B2C,Online,20170406
K1077625526,B2C,Online,20170101
K1077887976,B2C,Online,20170127
K1078264461,B2C,Online,20160913
K1079290019,B2C,Online,20170304
K1079653896,B2C,Online,20160707
K1080056911,B2C,Online,20170117
K1080080463,B2C,Online,20160718
K108057793,B2C,Online,20160816
K1080661871,B2C,Online,20160901
K1080663466,B2C,Online,20161119
K108102629,B2C,Online,20170527
K1081399519,B2C,Online,20161205
K1081726852,B2C,Online,20160510
K108240971,B2C,Online,20161003
K1082533046,B2C,Online,20170521
K1082606804,B2C,Online,20170302
K1082842284,B2C,Online,20170604
K1082943779,B2C,Online,20160606
K1083359901,B2C,Online,20161112
K1084518488,B2C,Online,20170516
K1084759023,B2C,Online,20170107
K1087084917,B2C,Online,20170426
K1087471479,B2C,Online,20150929
K1087541003,B2C,Online,20170523
K1087682326,B2C,Online,20160307
K1087837567,B2C,Online,20161220
K1088056552,B2C,Online,20170306
K1088656181,B2C,Online,20170516
K1089335406,B2C,Online,20170107
K1090014432,B2C,Online,20160219
K1090708741,B2C,Online,20160405
K1091655858,B2C,Online,20160421
K1092556394,B2C,Online,20160524
K1092780443,B2C,Online,20170509
K1092843172,B2C,Online,20161115
K1092847873,B2C,Online,20170102
K1093082198,B2C,Online,20170104
K1093511721,B2C,Online,20150406
K1093519650,B2C,Online,20170420
K109353993,B2C,Online,20170522
K1094275080,B2C,Online,20170110
K1094679066,B2C,Online,20170503
K1095061139,B2C,Online,20141216
K109522250,B2C,Online,20170509
K1095254527,B2C,Online,20160629
K1095514532,B2C,Online,20170405
K109670228,B2C,Online,20170307
K1096895687,B2C,Online,20161026
K1097207368,B2C,Online,20170325
K1097383292,B2C,Online,20170124
K1098377652,B2C,Online,20170411
K1099640052,B2C,Online,20170415
K1100749808,B2C,Online,20161006
K1100754310,B2C,Online,20170217
K1101420157,B2C,Online,20170120
K1101600021,B2C,Online,20160103
K1102197886,B2C,Online,20170404
K1102247708,B2C,Online,20160316
K1102901271,B2C,Online,20170502
K110317391,B2C,Online,20170501
K1103572854,B2C,Online,20161106
K110372009,B2C,Online,20151125
K1104270741,B2C,Online,20170423
K1104668467,B2C,Online,20170427
K1105155323,B2C,Online,20151227
K1106098297,B2C,Online,20170127
K1107615444,B2C,Online,20161018
K1108211524,B2C,Online,20161229
K1108408297,B2C,Online,20170113
K1108793873,B2C,Online,20170118
K1109361126,B2C,Online,20170404
K1109518875,B2C,Online,20170114
K1109757814,B2C,Online,20160510
K1109828066,B2C,Online,20170513
K1109866536,B2C,Online,20160824
K1110675718,B2C,Online,20170125
K1110943183,B2C,Online,20170302
K1112063231,B2C,Online,20170116
K1112384355,B2C,Online,20160131
K1112406754,B2C,Online,20161124
K1113111290,B2C,Online,20170101
K111317736,B2C,Online,20161220
K1115020860,B2C,Online,20170612
K1115213146,B2C,Online,20170508
K1115612117,B2C,Online,20160410
K111593826,B2C,Online,20160516
K1116447841,B2C,Online,20170111
K1116694043,B2C,Online,20161212
K1116898301,B2C,Online,20160510
K1117400108,B2C,Online,20170623
K1118392891,B2C,Online,20170104
K1118896176,B2C,Online,20170628
K1119582245,B2C,Online,20161101
K112004420,B2C,Online,20170110
K1120390962,B2C,Online,20170507
K1120792763,B2C,Online,20170427
K1122330638,B2C,Online,20161010
K1122752042,B2C,Online,20170113
K1122759660,B2C,Online,20170522
K1123244066,B2C,Online,20160515
K1123422552,B2C,Online,20160422
K1123556899,B2C,Online,20170113
K1124073387,B2C,Online,20160116
K1124524653,B2C,Online,20151027
K1125187017,B2C,Online,20170202
K1125319368,B2C,Online,20170308
K1125427190,B2C,Online,20161014
K1126038566,B2C,Online,20170516
K1126295788,B2C,Online,20161007
K1126605821,B2C,Online,20170120
K1127603826,B2C,Online,20170307
K1128227166,B2C,Online,20170212
K1128430569,B2C,Online,20170111
K1128640082,B2C,Online,20170404
K1129151256,B2C,Online,20160923
K1130476185,B2C,Online,20170118
K1131421216,B2C,Online,20161128
K1132303977,B2C,Online,20160609
K1132859820,B2C,Online,20170410
K1132981861,B2C,Online,20161112
K1133196168,B2C,Online,20160829
K1133278913,B2C,Online,20170427
K1133340144,B2C,Online,20151021
K113356717,B2C,Online,20160606
K1134026966,B2C,Online,20160111
K1134788500,B2C,Online,20160926
K1135565868,B2C,Online,20170228
K1136190474,B2C,Online,20170515
K1136537807,B2C,Online,20170111
K1136974766,B2C,Online,20170427
K1137011507,B2C,Online,20160428
K1137315259,B2C,Online,20150920
K1137827469,B2C,Online,20170323
K1138012973,B2C,Online,20161217
K1138361017,B2C,Online,20170123
K1138456077,B2C,Online,20160927
K1138643834,B2C,Online,20170522
K1141001941,B2C,Online,20170501
K1142050899,B2C,Online,20160329
K1142302015,B2C,Online,20170426
K114251216,B2C,Online,20170227
K1143126466,B2C,Online,20160614
K1145045661,B2C,Online,20170419
K1145260994,B2C,Online,20170217
K11457874,B2C,Online,20151013
K1146018102,B2C,Online,20170513
K1146977614,B2C,Online,20170206
K1147048578,B2C,Online,20161107
K1147208601,B2C,Online,20170510
K1147404677,B2C,Online,20170531
K1148041486,B2C,Online,20170130
K1148301459,B2C,Online,20160916
K1148358014,B2C,Online,20170126
K1148873255,B2C,Online,20160926
K1149445868,B2C,Online,20170417
K1149598518,B2C,Online,20160823
K1149725014,B2C,Online,20170415
K1149736594,B2C,Online,20170323
K115002189,B2C,Online,20170502
K1150163131,B2C,Online,20170409
K1150275570,B2C,Online,20170602
K115058427,B2C,Online,20160812
K1150632716,B2C,Online,20170302
K1151223785,B2C,Online,20161124
K1151712178,B2C,Online,20160420
K115183501,B2C,Online,20160731
K1152086730,B2C,Online,20161004
K1152087545,B2C,Online,20160601
K1152093074,B2C,Online,20170319
K1152111284,B2C,Online,20160427
K1152112810,B2C,Online,20170607
K1152317137,B2C,Online,20160819
K1154510875,B2C,Online,20170201
K1154516159,B2C,Online,20161101
K1155094088,B2C,Online,20160213
K115509494,B2C,Online,20170130
K1155113545,B2C,Online,20170413
K1155123201,B2C,Online,20160606
K1155506407,B2C,Online,20151209
K1155616006,B2C,Online,20170612
K1155920856,B2C,Online,20170117
K1155921989,B2C,Online,20151221
K1156468900,B2C,Online,20160229
K1157030859,B2C,Online,20170130
K1157194869,B2C,Online,20170106
K1157205224,B2C,Online,20170611
K1158122100,B2C,Online,20160816
K1158224218,B2C,Online,20170120
K1158802460,B2C,Online,20161109
K1159291036,B2C,Online,20160228
K1159364162,B2C,Online,20160825
K1159847375,B2C,Online,20160730
K1160097452,B2C,Online,20170104
K1160431214,B2C,Online,20170129
K1160524642,B2C,Online,20170411
K1160774485,B2C,Online,20160825
K1160801710,B2C,Online,20170319
K1161429537,B2C,Online,20170418
K1161736854,B2C,Online,20170203
K1161908013,B2C,Online,20160202
K1162176737,B2C,Online,20170119
K1164134994,B2C,Online,20170219
K1164579756,B2C,Online,20170117
K1164903326,B2C,Online,20151012
K1165332861,B2C,Online,20160717
K1165460646,B2C,Online,20161227
K1165753666,B2C,Online,20170421
K1166322890,B2C,Online,20170319
K1167108506,B2C,Online,20161101
K1167843829,B2C,Online,20170308
K1167938038,B2C,Online,20170612
K1168695616,B2C,Online,20170422
K1169116496,B2C,Online,20160831
K1169992851,B2C,Online,20160717
K1170105559,B2C,Online,20170310
K117026461,B2C,Online,20170401
K1170279707,B2C,Online,20160526
K117051220,B2C,Online,20160410
K1171194295,B2C,Online,20170313
K1172133890,B2C,Online,20170205
K1172656704,B2C,Online,20170209
K1173595967,B2C,Online,20151112
K1173781581,B2C,Online,20170518
K1173789176,B2C,Online,20170109
K1173958712,B2C,Online,20170225
K1174019118,B2C,Online,20160314
K1174199197,B2C,Online,20170211
K1175409409,B2C,Online,20170206
K1175721983,B2C,Online,20170107
K1176297057,B2C,Online,20161221
K117671900,B2C,Online,20161205
K1176920579,B2C,Online,20170328
K1177614970,B2C,Online,20160322
K1178173375,B2C,Online,20161224
K1178389757,B2C,Online,20170329
K1179033402,B2C,Online,20170129
K1179358686,B2C,Online,20170126
K1180761734,B2C,Online,20170228
K1181622842,B2C,Online,20160627
K1182538768,B2C,Online,20160822
K1182830091,B2C,Online,20161216
K1183082553,B2C,Online,20160209
K1184165142,B2C,Online,20170104
K1184485010,B2C,Online,20170412
K1184571774,B2C,Online,20170106
K1185050596,B2C,Online,20170103
K1185506881,B2C,Online,20151228
K1185693846,B2C,Online,20150325
K1186112852,B2C,Online,20160801
K1186237225,B2C,Online,20160304
K1186283673,B2C,Online,20170625
K1186440262,B2C,Online,20161026
K1186488052,B2C,Online,20170318
K118672331,B2C,Online,20151208
K1187111408,B2C,Online,20170105
K1187454413,B2C,Online,20160624
K1187616355,B2C,Online,20170427
K1187991118,B2C,Online,20170626
K1188476802,B2C,Online,20151012
K1189162702,B2C,Online,20170515
K1189534215,B2C,Online,20170306
K1189644703,B2C,Online,20170102
K1189774285,B2C,Online,20170121
K11902049,B2C,Online,20151209
K1190524734,B2C,Online,20170401
K1190558786,B2C,Online,20160704
K1192369594,B2C,Online,20160420
K1192830067,B2C,Online,20170124
K1192890107,B2C,Online,20170518
K1193272326,B2C,Online,20170227
K1193940280,B2C,Online,20170326
K1193961485,B2C,Online,20170114
K1194043551,B2C,Online,20160622
K1194167160,B2C,Online,20161031
K1194471359,B2C,Online,20170126
K1194619957,B2C,Online,20161208
K1195009235,B2C,Online,20160323
K1195365593,B2C,Online,20170129
K1195628466,B2C,Online,20170330
K1196816085,B2C,Online,20161102
K1197058584,B2C,Online,20161128
K1197125992,B2C,Online,20170112
K1197475770,B2C,Online,20160604
K119759083,B2C,Online,20170508
K119811306,B2C,Online,20161003
K1198408014,B2C,Online,20170205
K119865008,B2C,Online,20160831
K1199715600,B2C,Online,20170526
K1201033693,B2C,Online,20160529
K1201052301,B2C,Online,20170503
K1202080914,B2C,Online,20170518
K1202159676,B2C,Online,20170501
K1202593029,B2C,Online,20170508
K1202697986,B2C,Online,20170530
K1202931496,B2C,Online,20161208
K1203456243,B2C,Online,20170505
K1203682653,B2C,Online,20160902
K1204768088,B2C,Online,20160213
K1205133889,B2C,Online,20160523
K1205940867,B2C,Online,20160912
K1206543649,B2C,Online,20160729
K1206899781,B2C,Online,20170102
K1207445841,B2C,Online,20170318
K1207694768,B2C,Online,20160425
K1207968133,B2C,Online,20160524
K1209115788,B2C,Online,20170212
K1209414412,B2C,Online,20170511
K1209448516,B2C,Online,20170118
K1209538273,B2C,Online,20170218
K1209555533,B2C,Online,20170419
K1209751633,B2C,Online,20160418
K1210349778,B2C,Online,20170126
K1210747225,B2C,Online,20170406
K1210947285,B2C,Online,20141125
K121159089,B2C,Online,20161004
K1211684847,B2C,Online,20160723
K1211688117,B2C,Online,20151026
K1212117029,B2C,Online,20160404
K1212224220,B2C,Online,20160509
K1212250618,B2C,Online,20160511
K1212489168,B2C,Online,20160824
K1212975924,B2C,Online,20170518
K1213299871,B2C,Online,20160419
K1213343504,B2C,Online,20151117
K1213982959,B2C,Online,20170627
K1214102400,B2C,Online,20170307
K1215087544,B2C,Online,20160809
K1215171116,B2C,Online,20170518
K1216247955,B2C,Online,20160819
K1216750139,B2C,Online,20160801
K1217476613,B2C,Online,20170302
K1217708479,B2C,Online,20170113
K1218280086,B2C,Online,20160927
K1218572958,B2C,Online,20160809
K1218984859,B2C,Online,20160128
K1219384120,B2C,Online,20170502
K1219903494,B2C,Online,20161102
K1220134003,B2C,Online,20160101
K1220175664,B2C,Online,20170511
K1220331983,B2C,Online,20160316
K1221094589,B2C,Online,20170127
K1221330873,B2C,Online,20170117
K1221481933,B2C,Online,20160426
K1221921643,B2C,Online,20170505
K1222578645,B2B,Offline,20160922
K1222631616,B2C,Online,20170208
K1222677050,B2C,Online,20151105
K1222797742,B2C,Online,20160728
K1223431363,B2C,Online,20170203
K1223714205,B2C,Online,20170501
K1223879325,B2C,Online,20170131
K1223906724,B2C,Online,20170104
K1224479610,B2C,Online,20170120
K1224900839,B2C,Online,20170113
K1225358927,B2C,Online,20170425
K1225615549,B2C,Online,20170503
K1225858453,B2C,Online,20161027
K1225945743,B2C,Online,20170211
K1226218649,B2C,Online,20170126
K1226479404,B2C,Online,20170520
K1227261115,B2C,Online,20170101
K1228030190,B2C,Online,20160906
K1228079518,B2C,Online,20161209
K1228115924,B2C,Online,20170411
K1228146743,B2C,Online,20161218
K1228500277,B2C,Online,20170511
K1229666310,B2C,Online,20160821
K1230295613,B2C,Online,20160103
K1230820925,B2C,Online,20160926
K1230944965,B2C,Online,20170104
K1231276201,B2C,Online,20170118
K1231692923,B2C,Online,20151222
K123174340,B2C,Online,20170508
K123307884,B2C,Online,20160329
K1233534348,B2C,Online,20170116
K1233865736,B2C,Online,20170123
K1234907410,B2C,Online,20160622
K1235021197,B2C,Online,20170517
K1235421153,B2B,Offline,20160908
K1236112207,B2B,Offline,20160610
K1236301023,B2C,Online,20170212
K1237197435,B2C,Online,20170531
K1237892362,B2C,Online,20170116
K1238199349,B2C,Online,20170107
K1238204098,B2C,Online,20170122
K123880242,B2C,Online,20160211
K1238963449,B2C,Online,20170426
K1239049488,B2C,Online,20161030
K1239769604,B2C,Online,20170103
K1240293580,B2C,Online,20160922
K1240307493,B2C,Online,20170110
K1240377048,B2C,Online,20170106
K1240388907,B2C,Online,20170505
K1241025498,B2C,Online,20170501
K124108717,B2C,Online,20170116
K124160434,B2C,Online,20160229
K1241884275,B2C,Online,20170105
K1242330550,B2C,Online,20160713
K1242699057,B2C,Online,20170208
K1242847558,B2C,Online,20170111
K1242930843,B2C,Online,20170222
K1242955295,B2C,Online,20170508
K1242985756,B2C,Online,20170207
K1243087920,B2C,Online,20160210
K1243104938,B2C,Online,20170114
K1243384176,B2C,Online,20170509
K124369364,B2C,Online,20160501
K1243703231,B2C,Online,20170330
K1243755888,B2C,Online,20170502
K1243759913,B2C,Online,20160627
K124392619,B2C,Online,20170515
K1244069320,B2C,Online,20170427
K1244079444,B2C,Online,20170130
K1244535686,B2C,Online,20161112
K1245015892,B2C,Online,20170517
K1245088395,B2C,Online,20170327
K1245152714,B2C,Online,20170315
K124604568,B2C,Online,20170426
K1246522396,B2C,Online,20160818
K124681634,B2B,Offline,20161024
K1246922939,B2C,Online,20151007
K1247110916,B2C,Online,20161005
K1247119822,B2C,Online,20170427
K1247597495,B2C,Online,20170424
K1247853618,B2C,Online,20150326
K1247952963,B2C,Online,20170111
K1248168082,B2C,Online,20170513
K124881453,B2C,Online,20170403
K1250621990,B2C,Online,20170105
K1250957707,B2C,Online,20170228
K1251060139,B2C,Online,20170105
K1251076142,B2C,Online,20161226
K1251260345,B2C,Online,20160627
K125132163,B2C,Online,20170427
K1251323241,B2C,Online,20170514
K1251345937,B2C,Online,20161106
K1251794208,B2C,Online,20160217
K1252054488,B2C,Online,20170111
K1252123878,B2C,Online,20170117
K1252287639,B2C,Online,20170120
K1253049291,B2C,Online,20160405
K1253084173,B2C,Online,20170104
K1253166884,B2C,Online,20150302
K1253370148,B2C,Online,20170604
K1255014244,B2C,Online,20161119
K1255430183,B2C,Online,20160208
K1255461143,B2C,Online,20170425
K1255644348,B2C,Online,20161212
K1257829562,B2C,Online,20170308
K1257954367,B2C,Online,20170117
K1258081067,B2C,Online,20170513
K1258329862,B2C,Online,20160530
K1260340381,B2C,Online,20160115
K1260589328,B2C,Online,20170508
K1261209614,B2C,Online,20170509
K1262396507,B2C,Online,20170506
K1262876277,B2C,Online,20140923
K1263010683,B2C,Online,20170509
K1263470005,B2C,Online,20170502
K1263490959,B2C,Online,20170115
K1263651861,B2C,Online,20170602
K1263901040,B2C,Online,20160129
K1264026780,B2C,Online,20161117
K1264616017,B2C,Online,20170601
K1265512935,B2C,Online,20170130
K1265531132,B2C,Online,20170514
K1266192919,B2C,Online,20160814
K1266301852,B2C,Online,20160824
K1266421296,B2C,Online,20170529
K1266502530,B2C,Online,20170102
K1266557125,B2C,Online,20160503
K1267049821,B2C,Online,20170515
K1267747728,B2C,Online,20161210
K12681816,B2C,Online,20161212
K1268433621,B2C,Online,20170628
K1268656266,B2C,Online,20170421
K1268918024,B2C,Online,20160812
K1268920564,B2C,Online,20160111
K1269214542,B2C,Online,20160202
K1269342294,B2C,Online,20170322
K1269711480,B2C,Online,20160721
K1270584600,B2C,Online,20160504
K1271748794,B2C,Online,20170115
K1272509815,B2C,Online,20170411
K1272515173,B2C,Online,20161203
K1273191326,B2C,Online,20170104
K1273501002,B2C,Online,20160514
K1273547103,B2C,Online,20150713
K1273847371,B2C,Online,20170502
K1273854926,B2C,Online,20151013
K1274125295,B2C,Online,20160708
K1274768964,B2C,Online,20160629
K1275270386,B2C,Online,20170106
K1275322592,B2C,Online,20161019
K1275968719,B2C,Online,20160829
K1276140934,B2C,Online,20160806
K1276355345,B2C,Online,20161106
K127662748,B2C,Online,20170113
K1277552569,B2C,Online,20160525
K1277719219,B2C,Online,20160122
K1277853244,B2C,Online,20160830
K1277954672,B2C,Online,20170129
K1278233984,B2C,Online,20160810
K127825434,B2C,Online,20150115
K1279054097,B2C,Online,20170320
K1279605709,B2C,Online,20160223
K1280150397,B2C,Online,20170616
K1280632624,B2C,Online,20150520
K1280824339,B2C,Online,20170301
K1281042786,B2C,Online,20161021
K1281337264,B2C,Online,20161213
K1281499241,B2C,Online,20160324
K1282285581,B2C,Online,20170117
K1282527910,B2C,Online,20170507
K1284191549,B2C,Online,20160203
K1284230269,B2C,Online,20160416
K1285128905,B2C,Online,20161121
K1285209015,B2C,Online,20170327
K1285564825,B2C,Online,20170117
K1286282159,B2C,Online,20150408
K1286752749,B2C,Online,20150928
K1286812729,B2C,Online,20170201
K1287463067,B2C,Online,20170205
K1287685204,B2C,Online,20160829
K1287980852,B2C,Online,20160918
K1288617904,B2C,Online,20161101
K1288737419,B2C,Online,20170412
K1289559200,B2C,Online,20160529
K1289828524,B2C,Online,20170212
K1290259254,B2C,Online,20170123
K1290709096,B2C,Online,20160630
K1291382651,B2C,Online,20170118
K1291533345,B2C,Online,20170105
K1292372049,B2C,Online,20160816
K1292753169,B2C,Online,20160718
K129310852,B2C,Online,20161114
K129313781,B2C,Online,20160322
K1293330891,B2C,Online,20160915
K1293550365,B2C,Online,20160811
K1293648284,B2C,Online,20160502
K1294465954,B2C,Online,20160403
K1294640315,B2C,Online,20160418
K1295978068,B2C,Online,20170113
K1295996167,B2C,Online,20160421
K129610816,B2C,Online,20170326
K1296586051,B2C,Online,20170111
K1296628822,B2C,Online,20170103
K1296709627,B2C,Online,20170104
K1297224239,B2C,Online,20170112
K1298107432,B2C,Online,20170503
K1298536925,B2C,Online,20170112
K1298655569,B2C,Online,20170514
K1298878181,B2C,Online,20170112
K1299300406,B2C,Online,20170509
K129978354,B2C,Online,20170609
K1299788528,B2C,Online,20160304
K1299823095,B2C,Online,20170107
K1299972741,B2C,Online,20161204
K1300107207,B2C,Online,20170520
K1300206701,B2C,Online,20170115
K1300468942,B2C,Online,20170614
K1300854468,B2C,Online,20170524
K130109842,B2C,Online,20170117
K1301108772,B2C,Online,20170327
K1302121180,B2C,Online,20160730
K1302369095,B2C,Online,20150813
K130237353,B2C,Online,20170114
K1303336088,B2C,Online,20170220
K1303961284,B2C,Online,20170425
K130409032,B2C,Online,20170105
K1304834917,B2C,Online,20160323
K1304942876,B2C,Online,20170516
K1306626734,B2C,Online,20160519
K1307934413,B2C,Online,20170323
K1308356637,B2C,Online,20160727
K1308611001,B2C,Online,20170404
K1308707821,B2C,Online,20170331
K1308749696,B2C,Online,20161014
K1308894638,B2C,Online,20161007
K1309074709,B2C,Online,20170409
K1309464255,B2C,Online,20170203
K1309634294,B2C,Online,20170419
K1310098148,B2C,Online,20160927
K1310143685,B2C,Online,20160730
K1310260969,B2C,Online,20170306
K1311574041,B2C,Online,20170621
K1312048080,B2C,Online,20170111
K1312359367,B2C,Online,20170128
K1312609043,B2C,Online,20170108
K1312705264,B2C,Online,20160627
K1312725902,B2C,Online,20160606
K131298369,B2C,Online,20160130
K131321755,B2C,Online,20160714
K1313628592,B2C,Online,20170131
K1313714770,B2C,Online,20160214
K1313810615,B2C,Online,20161114
K1313859326,B2C,Online,20160801
K1314933947,B2C,Online,20170509
K1315411816,B2C,Online,20160801
K1315754284,B2C,Online,20170111
K131609615,B2C,Online,20160725
K1316258914,B2C,Online,20160401
K1317121500,B2C,Online,20160801
K1317368859,B2C,Online,20160816
K1317659489,B2C,Online,20170514
K1317678005,B2C,Online,20170105
K1318367965,B2C,Online,20170406
K1318558282,B2C,Online,20170209
K1318959280,B2C,Online,20160705
K1319454240,B2C,Online,20170110
K1319761193,B2C,Online,20160316
K1320204678,B2C,Online,20170111
K1320312567,B2C,Online,20170108
K1320716576,B2C,Online,20170425
K1320831344,B2C,Online,20161030
K1321288348,B2C,Online,20160822
K1321522501,B2C,Online,20161124
K1321626579,B2C,Online,20160722
K1322182450,B2C,Online,20170107
K1322718785,B2C,Online,20170119
K1323939965,B2C,Online,20170609
K1323979609,B2C,Online,20170122
K1324270791,B2C,Online,20170410
K1324347551,B2C,Online,20161002
K1324351681,B2C,Online,20160127
K1324495913,B2C,Online,20170428
K1324934791,B2C,Online,20151007
K1325035767,B2C,Online,20170501
K1325621356,B2C,Online,20170118
K1326477233,B2C,Online,20150525
K1327288345,B2C,Online,20170207
K1327812588,B2C,Online,20160725
K1327819483,B2C,Online,20160221
K1328167001,B2C,Online,20160625
K1328188164,B2C,Online,20160729
K132918346,B2C,Online,20160310
K1329422275,B2C,Online,20170516
K1329781757,B2C,Online,20160111
K1330014010,B2C,Online,20170210
K1330184491,B2C,Online,20160806
K1331482344,B2C,Online,20170101
K1331645353,B2C,Online,20170211
K1331950660,B2C,Online,20160721
K1332250029,B2C,Online,20170403
K1332315840,B2C,Online,20170201
K1332351754,B2C,Online,20161221
K1333404693,B2C,Online,20160704
K1334081585,B2C,Online,20170622
K1334191671,B2C,Online,20160519
K1334237068,B2C,Online,20170515
K1335245665,B2C,Online,20170120
K1335782266,B2C,Online,20170104
K1336869307,B2C,Online,20160203
K133768541,B2C,Online,20170110
K1337693214,B2C,Online,20151028
K1337715988,B2C,Online,20170422
K133799941,B2C,Online,20161105
K1338097630,B2C,Online,20170529
K1338564433,B2C,Online,20160629
K1338852581,B2C,Online,20160929
K1338947217,B2C,Online,20170514
K133902337,B2C,Online,20170102
K1339103293,B2C,Online,20160925
K1339150791,B2C,Online,20170314
K1339461511,B2C,Online,20170509
K1340333381,B2C,Online,20170314
K1340405663,B2C,Online,20170124
K1341294783,B2C,Online,20170428
K13415003,B2C,Online,20161019
K1341508250,B2C,Online,20170111
K1341972034,B2C,Online,20160328
K1342110830,B2C,Online,20170410
K1342862657,B2C,Online,20161220
K1342892862,B2C,Online,20160818
K1343292117,B2C,Online,20170219
K1343571045,B2C,Online,20161114
K1344136839,B2C,Online,20170609
K1344147004,B2C,Online,20170620
K1344641718,B2C,Online,20170228
K1345038211,B2C,Online,20170604
K1345378922,B2C,Online,20160726
K134542636,B2C,Online,20170327
K1345614301,B2C,Online,20160706
K1345634326,B2C,Online,20170118
K1345649730,B2C,Online,20160302
K1345867462,B2C,Online,20170402
K134760731,B2C,Online,20160830
K1347710148,B2C,Online,20170428
K1348240695,B2C,Online,20161206
K134848536,B2C,Online,20161104
K134893423,B2C,Online,20170326
K1349225615,B2C,Online,20170523
K1349279885,B2C,Online,20160301
K1351215348,B2C,Online,20160531
K1351225045,B2C,Online,20170112
K1351400130,B2C,Online,20160804
K1351608637,B2C,Online,20161104
K1352821747,B2C,Online,20160421
K1352831155,B2C,Online,20170107
K1352970564,B2C,Online,20170202
K1353006549,B2C,Online,20170125
K1353156561,B2C,Online,20170509
K1353825269,B2C,Online,20170313
K1353907927,B2C,Online,20160607
K1355050766,B2C,Online,20151021
K1355082470,B2C,Online,20170313
K1355235582,B2C,Online,20160811
K1355569803,B2C,Online,20170520
K1355990958,B2C,Online,20170105
K1356776122,B2B,Offline,20170203
K1356958092,B2C,Online,20170411
K1357012696,B2C,Online,20170124
K135706667,B2C,Online,20160821
K1357485867,B2C,Online,20161217
K1357628447,B2C,Online,20160827
K1358115388,B2C,Online,20170117
K1358333812,B2C,Online,20170418
K135858288,B2C,Online,20160713
K1358808593,B2C,Online,20160712
K1358954991,B2C,Online,20160525
K1359069074,B2C,Online,20170131
K1359213101,B2C,Online,20161212
K1359552369,B2C,Online,20170318
K1359739449,B2C,Online,20161110
K1360385196,B2C,Online,20170103
K1360972629,B2C,Online,20160927
K1361155013,B2C,Online,20151218
K1361915168,B2C,Online,20160517
K1363092699,B2C,Online,20160831
K1363518011,B2C,Online,20160503
K1364027603,B2C,Online,20170118
K1364133766,B2C,Online,20170106
K1364979726,B2C,Online,20170227
K1365035541,B2C,Online,20170627
K1365794222,B2C,Online,20161029
K1366187948,B2C,Online,20170607
K136708458,B2C,Online,20170619
K1367174033,B2C,Online,20170330
K1368567755,B2C,Online,20150608
K1369459887,B2C,Online,20170201
K1370265610,B2C,Online,20170406
K1370274592,B2C,Online,20170510
K1370380519,B2C,Online,20161202
K1370636901,B2C,Online,20160509
K1370705825,B2C,Online,20170202
K1370801444,B2C,Online,20170207
K1370936449,B2C,Online,20170424
K1370949170,B2C,Online,20160528
K1370953493,B2C,Online,20170305
K1371166826,B2C,Online,20160530
K1371210511,B2C,Online,20170112
K1371398908,B2C,Online,20160814
K1371595339,B2C,Online,20160626
K1371771404,B2C,Online,20170507
K1372248803,B2C,Online,20170122
K1373222462,B2C,Online,20161216
K1373357162,B2C,Online,20170119
K1373697396,B2C,Online,20160914
K1375464610,B2C,Online,20170226
K1375883506,B2C,Online,20160505
K137598759,B2C,Online,20170118
K1375990363,B2C,Online,20161009
K1376098351,B2C,Online,20160419
K1376167240,B2C,Online,20160930
K1376407302,B2C,Online,20160911
K1376615283,B2C,Online,20160522
K137700570,B2C,Online,20160503
K1377658806,B2C,Online,20170114
K1377920749,B2C,Online,20170422
K1378866156,B2C,Online,20160503
K1379209789,B2C,Online,20160816
K1379467722,B2C,Online,20160211
K1379638003,B2C,Online,20170430
K1379986435,B2C,Online,20170214
K1380101297,B2C,Online,20161110
K1380687193,B2C,Online,20170314
K1380693124,B2C,Online,20151201
K138129546,B2C,Online,20170114
K1381489376,B2C,Online,20161029
K1381720806,B2C,Online,20170108
K1382186788,B2C,Online,20160131
K1382227481,B2C,Online,20170509
K1382629351,B2C,Online,20160526
K1383148822,B2C,Online,20170509
K1384377340,B2C,Online,20170621
K1384589990,B2C,Online,20170418
K1384650739,B2C,Online,20160421
K1385776675,B2C,Online,20160819
