time,price,coin_name
1584015878742,0.0010029650029571267,01coin
1584019450888,0.0009894473814338427,01coin
1584023035457,0.000955927290659312,01coin
1584026688421,0.0009925227833586256,01coin
1584030147019,0.0009855859399735562,01coin
1584033845214,0.0010024341710889858,01coin
1584037337999,0.0010113592693724853,01coin
1584040958119,0.001011815986964037,01coin
1584044578616,0.0010020915285116768,01coin
1584048169179,0.0009566065021076195,01coin
1584051750849,0.000965182888336801,01coin
1584055469531,0.0009647121234067082,01coin
1584059065005,0.0008116660547233675,01coin
1584062687389,0.0007698084066904565,01coin
1584066261894,0.0007337463440367196,01coin
1584069901995,0.0008533516125841323,01coin
1584073366441,0.00084437140484503,01coin
1584076971861,0.000843292383719463,01coin
1584080643354,0.0008416920997964584,01coin
1584084151108,0.0008873555911242761,01coin
1584087598431,0.0009034436779037105,01coin
1584091365811,0.00090328859684624,01coin
1584094970082,0.0009658309868126394,01coin
1584098653855,0.0008773984963717748,01coin
1584102242997,0.000914547962219277,01coin
1584105848506,0.0009441603324991221,01coin
1584109221883,0.0009629033933494035,01coin
1584113053037,0.0009027962428146471,01coin
1584116423137,0.0008409639679391546,01coin
1584120258241,0.0008574300923097612,01coin
1584123856790,0.0008489924894297126,01coin
1584127362940,0.0008692806271056103,01coin
1584131034918,0.0008703474399563005,01coin
1584134417528,0.0009259583216633948,01coin
1584138144196,0.0008873191580410461,01coin
1584141764317,0.0009562749232126411,01coin
1584145483833,0.0009268482761577416,01coin
1584149048231,0.000889049053895689,01coin
1584152704958,0.0009457599845118294,01coin
1584156280062,0.0009574826790431378,01coin
1584159845925,0.0009177931101987013,01coin
1584163453019,0.0009339533444140255,01coin
1584167011398,0.0009145730983864206,01coin
1584170659600,0.0009013588154819413,01coin
1584174154827,0.0009331103294526333,01coin
1584177733651,0.0008718451138316367,01coin
1584181478945,0.0008494724743641698,01coin
1584184794887,0.0008817711804481146,01coin
1584188636256,0.0008973258634925823,01coin
1584191998278,0.0009340568228048824,01coin
1584195773655,0.0008695346454435135,01coin
1584199368819,0.0009101736403659716,01coin
1584203044926,0.0008741456598503272,01coin
1584206558515,0.0008985924497469623,01coin
1584210242488,0.0008910232618483685,01coin
1584213641582,0.0009057471497122294,01coin
1584217369073,0.0009149773788262963,01coin
1584220810725,0.0008926932055326369,01coin
1584224432343,0.0008898351845805347,01coin
1584228034401,0.0008529674782313073,01coin
1584231835178,0.0008463292326242252,01coin
1584235382254,0.0008913851245714039,01coin
1584238977126,0.0008697948381413609,01coin
1584242565756,0.0008365178825886909,01coin
1584246032696,0.0008918863601109312,01coin
1584249763960,0.0008669783523093524,01coin
1584253456494,0.0008478088975864858,01coin
1584256963380,0.0008778063660325466,01coin
1584260383907,0.0008702270794681585,01coin
1584264161969,0.0008854266415277594,01coin
1584267769714,0.0008680441071432324,01coin
1584271223341,0.0008987881264950873,01coin
1584274960209,0.0009025540346908628,01coin
1584278549266,0.0008969993156119826,01coin
1584282162160,0.0008785654333835528,01coin
1584285763405,0.0009068401377160033,01coin
1584289235028,0.0008884602600457483,01coin
1584292965141,0.0009006615729231909,01coin
1584296406142,0.000883607741904306,01coin
1584300045888,0.0008848222770996764,01coin
1584303637563,0.0008663839572636886,01coin
1584307453787,0.0008729110927253252,01coin
1584310964446,0.0009635312537140633,01coin
1584314435000,0.000868878749771342,01coin
1584318150777,0.0008433283828158525,01coin
1584321751275,0.0008476051567099939,01coin
1584325220788,0.0008346907552613949,01coin
1584328820593,0.0008181742299741791,01coin
1584336264646,0.000827721829391177,01coin
1584339878134,0.0008182340490211379,01coin
1584343780856,0.0007815364495163009,01coin
1584347033855,0.0007803327350778509,01coin
1584350394233,0.0007505579146332603,01coin
1584354169557,0.0007489569625546321,01coin
1584357585075,0.0007277879217952242,01coin
1584361460402,0.0007378950742818392,01coin
1584364824048,0.0007320238304177987,01coin
1584368411537,0.0007662024504414149,01coin
1584372029230,0.0007739747026394256,01coin
1584375767090,0.0008051129805728263,01coin
1584379238485,0.0007719416515027911,01coin
1584382807158,0.000793077092816374,01coin
1584386403973,0.0007748849241666075,01coin
1584390040746,0.0007624436645457004,01coin
1584393593720,0.000739914404657815,01coin
1584397259184,0.0007507492123735847,01coin
1584400936072,0.000762125212313853,01coin
1584404431189,0.0008016653137903958,01coin
1584408229706,0.0008078086281672926,01coin
1584411839363,0.0008071545037258997,01coin
1584415370763,0.0008151650612540234,01coin
1584418842266,0.0008032996331213935,01coin
1584422663112,0.0007991906436832616,01coin
1584426066794,0.0008004344104514639,01coin
1584429764890,0.0008347209927706534,01coin
1584433345971,0.0008420120196768229,01coin
1584436958453,0.0008156668772559946,01coin
1584440634110,0.0008185682749566093,01coin
1584444150984,0.0008405254303367007,01coin
1584447758871,0.0008171828899904522,01coin
1584451238911,0.0008177741730413564,01coin
1584455126177,0.0008017206678730388,01coin
1584458642346,0.0008202676145490634,01coin
1584462163244,0.000821488691366746,01coin
1584465632523,0.0008193808985326104,01coin
1584469356839,0.0008247145636255654,01coin
